"","","X-squared","",""
-6723.30449,10110.97256,4008.30470676984,6.11293164,0.93325
-6812.42561,9424.63295,39.4252793495748,7.09391228,0.9498125
-6822.3883,9793.34464,34.1205733815426,8.65351588,0.9464375
-6798.04538,9542.16401,20.4621783629702,8.09041482,0.8860625
-6796.16461,9312.40028,24.4541969511077,8.06481944,0.88975
-6813.69348,9605.35597,32.6397308136436,7.94507808,0.905625
-6714.92381,9003.09707,33.6753317448761,7.67039536,0.9515
-6760.0529,8983.43793,43.1242301467935,6.86510157,0.9808125
-6822.20485,9412.42577,54.5245940675393,7.41196092,0.963125
-6821.27258,9645.68457,51.3278412653651,7.90750589,0.90575
-6786.70032,9509.96739,93.1422160758698,7.94590694,0.9604375
-6800.04595,9658.73562,42.2307818057727,7.92521617,0.91475
-6809.57185,9357.41634,51.4517423643274,7.38968833,0.9753125
-6774.43141,9255.51179,60.4262000684833,7.83670456,0.873875
-6807.61206,9519.96203,57.5520482106987,7.40497587,0.8915625
-6769.0331,9458.69908,31.4303236572213,8.69747026,0.9193125
-6786.75857,9231.88243,39.0986634943371,7.4653151,0.939625
-6822.26107,9607.46366,36.913224426313,8.69003432,0.953
-6793.9136,9350.4434,40.904054779443,7.95779157,0.820375
-6796.08067,9431.38271,30.2239030336213,8.02557353,0.8683125
-6798.02747,9662.71133,66.356109510215,7.78289251,0.903875
-6781.90482,9250.38911,34.237390622944,7.3919019,0.8649375
-6828.18615,9414.95695,57.0930334975297,7.3880115,0.936125
-6842.65757,9373.1711,42.1337383869306,15.29925479,0.790125
-6819.97342,9280.16394,48.6364906495287,7.2273735,0.9445
-6769.76534,8999.32226,41.6538979335124,7.31442843,0.917375
-6777.77015,9182.48366,37.2408427816507,7.60024556,0.96825
-6770.59007,8993.40261,36.4265634714301,7.06596823,0.9134375
-6809.44929,9521.84114,41.4775659615742,7.86393759,0.929875
-6752.38086,9031.90028,33.4591994869853,7.24901273,0.9454375
-6782.04327,9805.86132,52.6388131876755,7.80965452,0.895125
-6793.74602,9721.63162,43.1764831738632,8.25157313,0.9829375
-6801.32978,9650.79797,38.1477026808636,7.48936741,0.9558125
-6844.36135,9737.02508,48.5322518319984,15.87680528,0.81475
-6754.06698,9219.49232,45.6252888310146,7.16875891,0.963125
-6809.84243,9431.35392,33.7268804401965,7.75233033,0.9624375
-6774.27787,8945.30352,33.6674660679807,7.30393544,0.9035625
-6754.0697,9252.08969,66.5355982900978,7.70331655,0.951125
-6823.32057,9463.73057,20.694873692411,7.24687132,0.958125
-6761.59761,9181.94779,41.9513078146509,7.31715093,0.925375
-6767.10899,9124.48088,41.6434374596096,7.64387601,0.9123125
-6786.47389,9389.25318,21.9632876064938,7.75590052,0.9291875
-6804.61915,9475.48617,39.1640103079211,7.89773388,0.9034375
-6827.76603,9459.14226,52.1413191679693,7.37562695,0.919875
-6795.07634,9262.58422,32.3565530817107,7.77019059,0.940125
-6754.65921,9380.49691,60.3212427838579,7.90928067,0.929
-6764.27984,9024.87681,29.5818861583952,6.93913646,0.9621875
-6793.41947,9147.00265,52.4615288058004,7.45142357,0.942625
-6821.60642,9272.92053,62.0391549736597,7.76083891,0.9416875
-6789.67629,9694.74755,31.3862641893475,8.25231264,0.9365
-6800.71974,9438.91819,65.0099100522458,7.74311457,0.8574375
-6794.73939,9200.32072,31.0576729077336,7.05133626,0.897
-6806.82231,9498.70147,45.8348701869424,8.52092247,0.8421875
-6789.00873,9417.24401,39.5327169490584,8.11393988,0.909125
-6837.38297,9530.1306,36.1525029122141,7.19632717,0.9185
-6772.14977,9229.9376,23.6188432869933,7.34763662,0.967375
-6806.81717,9186.61824,45.4172706706284,7.61291306,0.95525
-6766.8161,9328.23401,53.7360746351207,7.37814208,0.9416875
-6792.54521,9143.1898,50.1373354201089,7.69410177,0.8856875
-6767.52269,9278.98565,27.1718302865173,7.1251989,0.90825
-6782.40097,9285.67687,36.5738294541842,7.37740527,0.9103125
-6817.8204,9462.37212,26.1009986835787,7.97437426,0.933125
-6821.02505,9241.34495,33.6030865132978,7.16728518,0.904125
-6778.28325,9402.0768,48.8727248085209,7.81897235,0.9190625
-6765.65635,9196.0889,38.6562429080981,7.65312449,0.934375
-6779.67075,9067.58,25.937992889032,7.32330091,0.9668125
-6810.73554,9408.6299,73.5588503991087,8.08246416,0.9098125
-6802.42866,9398.65877,44.4923588842454,7.8937114,0.891875
-6800.80006,9411.97725,45.928795812298,7.35067755,0.9463125
-6715.42482,8967.73618,46.0315019520759,7.24620025,0.9225
-6764.48633,9388.0538,50.2601289362841,7.63164142,0.9618125
-6803.99327,9493.28885,44.1588684153056,7.8271749,0.9081875
-6732.2533,9444.55012,31.6456085189145,7.47368621,0.965625
-6784.69268,9549.69343,26.2636071049422,7.31408991,0.95525
-6787.39114,9207.6342,45.3529527888835,7.56989126,0.94975
-6813.72668,9224.39936,56.0485202334584,7.87089899,0.9549375
-6796.46548,9448.38087,31.1885478165339,7.93871124,0.9270625
-6790.14668,9412.9015,34.5841052080953,7.20614076,0.9571875
-6815.38761,9155.38085,27.1115712175811,7.68533753,0.9276875
-6823.1129,9184.89619,25.8256473627412,8.32331918,0.9529375
-6749.88278,9473.08925,73.5432372731155,8.01125753,0.983125
-6820.35438,9234.39605,37.4504278076231,7.63490362,0.925875
-6771.59931,9044.88182,21.6564582612456,7.30422598,0.875875
-6775.06069,8952.63193,36.343015289073,7.26094568,0.930625
-6756.23381,9359.09958,50.1282361463612,7.7243467,0.922125
-6785.95175,9129.58135,20.5722518219594,6.98777644,0.9845625
-6816.25065,9350.59527,28.0810846650263,7.03884894,0.8873125
-6756.31632,9555.39348,54.6592456208057,7.61303321,0.8910625
-6790.14438,9447.50375,38.7459766424619,7.46493724,0.9408125
-6774.81829,9316.08306,48.5721304494855,7.0281085,0.87325
-6822.06641,9510.06827,41.4326206288493,8.12505796,0.946125
-6754.59688,9063.10402,49.9023892924735,7.19525819,0.9275625
-6733.04733,8924.8048,33.1317314065716,6.86517754,0.936875
-6811.22872,9382.68835,76.349602714084,7.78906866,0.925375
-6775.88771,9297.45776,60.8285741599831,7.66547646,0.951375
-6758.22476,9142.87691,44.7955321389219,7.65625651,0.874625
-6786.25837,9198.20951,32.6223497565753,7.13929248,0.9831875
-6768.78962,9410.56571,44.4781080204222,8.01019692,0.90075
-6784.6015,9272.55274,53.8583753223966,7.23390969,0.953
-6767.51349,9498.58956,57.1654464498397,7.58571491,0.9456875
-6807.96201,9397.41205,48.4827568213356,8.04926194,0.9439375
