"","","X-squared","",""
-6625.21225,10988.63812,37.1849485352974,5.5562709,0.928235294117647
-6526.88792,9439.13426,28.8968503523679,7.76341915,0.974
-6603.24436,9648.99711,21.7636748383989,7.58646095,0.962705882352941
-6683.6061,10003.26928,60.4737927657457,8.54530172,0.934058823529412
-6544.63763,9506.19599,40.1440097005312,8.2706213,0.913058823529412
-6612.26094,9802.22578,28.9376789197567,8.2078783,0.949764705882353
-6567.52264,9740.73161,28.6143343280409,8.18407181,0.913117647058823
-6590.20563,9649.59212,33.4174117206854,8.32270691,0.901823529411765
-6636.17511,9764.39024,27.8568310906799,7.98464389,0.957352941176471
-6624.861,9855.77935,40.0040372165595,8.20028057,0.934941176470588
-6650.17484,9710.39752,46.8556993629504,7.79680158,0.969058823529412
-6576.26526,9548.02207,33.2925709334087,8.05272932,0.915529411764706
-6576.08673,9256.86845,37.7022101470459,7.23210296,0.963470588235294
-6622.2741,9854.62072,34.3701981466464,8.44836041,0.922117647058823
-6550.25441,9484.43467,41.2493620137154,8.11518918,0.946294117647059
-6596.85415,9679.1399,33.643771755287,8.39014036,0.967058823529412
-6565.55874,9764.82776,25.3934803119895,8.6812895,0.951294117647059
-6650.42177,10195.42178,31.1559774674798,8.65298582,0.899941176470588
-6659.09883,10081.68936,36.150859777814,9.30326907,0.922058823529412
-6563.85379,9486.86484,41.7466547967444,8.40584771,0.955647058823529
-6617.91435,9609.96055,38.9828519021319,8.05091552,0.945117647058824
-6529.8434,9294.26778,32.1692161846642,8.07947131,0.907352941176471
-6640.47374,9762.24553,33.8942343809284,8.68932565,0.918
-6630.36004,9518.61077,53.2578685312091,7.889355,0.872352941176471
-6610.83118,9461.02879,28.8360081716985,7.7981253,0.924235294117647
-6625.07089,9394.05468,31.6733515714629,7.61926534,0.933823529411765
-6648.48433,9468.50748,29.9434526118734,8.00137071,0.957941176470588
-6602.86162,9719.49611,34.7687454799309,8.55685589,0.937705882352941
-6635.5255,10008.93752,34.1560929147857,8.30159289,0.926823529411765
-6648.86519,9677.87122,28.5002977452169,8.22193639,0.938294117647059
-6653.90129,9935.53559,34.0523168594119,8.22661018,0.940470588235294
-6587.59685,9706.30966,32.5285458776583,7.5887056,0.897823529411765
-6598.26075,9592.86241,42.2083164299099,8.34634012,0.909470588235294
-6623.19766,9685.1007,27.8453626654263,8.23435044,0.929294117647059
-6631.68963,9601.12921,50.5559161163495,7.81975122,0.964529411764706
-6648.136,9901.75598,33.3643250821236,8.09707321,0.878117647058824
-6593.32853,9220.40938,32.081009918237,7.60506466,0.951
-6597.4856,9557.19344,43.5770543676983,8.23724562,0.948294117647059
-6588.58986,9797.22939,34.6381596912709,8.53906768,0.948
-6655.3039,9717.86177,34.7503152802182,7.84720456,0.959470588235294
-6617.46689,9627.28565,40.536494843535,8.28439214,0.965411764705882
-6599.05314,9581.2149,30.1825356073268,7.84428201,0.928647058823529
-6665.92116,9869.19615,32.2775563140155,7.87139146,0.923235294117647
-6581.39315,9600.21077,27.423668619594,8.27803641,0.949529411764706
-6654.29658,9720.43003,36.5799386562713,8.57771991,0.904647058823529
-6652.52268,9798.64522,36.6902514955,7.91609555,0.962823529411765
-6689.17917,10020.08251,22.867010192688,8.9073103,0.926705882352941
-6559.75049,9727.15151,42.466975270228,8.46165873,0.872411764705882
-6617.43372,9944.54594,31.2124452691292,8.38332341,0.883352941176471
-6657.22993,9939.50674,39.0782446145438,8.63662475,0.884882352941176
-6621.78271,9934.8375,30.0324575246013,8.48034144,0.861117647058824
-6595.20552,9721.03797,27.8000842039822,8.63993147,0.906117647058823
-6604.56797,9705.59122,39.5641078851866,7.81825635,0.921941176470588
-6651.2131,9967.98418,26.9291585998685,8.55265758,0.960117647058824
-6571.20648,9598.91365,34.6068279847953,7.87548041,0.969294117647059
-6626.15174,10000.63764,32.9950660519801,8.79323146,0.913705882352941
-6656.46087,9714.27936,25.5279514673835,8.84769357,0.961941176470588
-6546.0731,9616.84131,31.4535442074221,8.51610542,0.857882352941176
