"","","X-squared","",""
-1629.8563,87.7048300000001,0.496276385399937,0.04107996,0.520294117647059
-1578.96183,48.6138100000001,1.03275824001206,0.0351531,0.374
-1622.33435,63.71406,0.474539075580464,0.0415485,0.332
-1620.57447,26.3243,0.630833655717796,0.04253037,0.356352941176471
-1619.47278,62.8634399999999,0.249855750266184,0.04172758,0.425823529411765
-1517.64533,24.9351899999999,0.200145281773932,0.0232344,0.216176470588235
-1591.08253,37.3735300000001,0.530224343171668,0.03615252,0.271529411764706
-1557.9801,39.5762500000001,0.759376681159013,0.03007787,0.383470588235294
-1584.31912,68.5453799999998,0.584474989750956,0.04072711,0.300764705882353
-1683.42197,71.5270999999998,0.38362451704529,0.05131158,0.434294117647059
-1633.50368,66.43235,0.490749895796303,0.04573542,0.353647058823529
-1588.05123,49.4892199999999,1.39123320467879,0.03610166,0.266294117647059
-1580.71499,35.2556400000001,0.237982533140978,0.03209165,0.314941176470588
-1552.04912,41.2972600000001,0.711376302765249,0.0280669,0.371235294117647
-1654.65139,38.38347,0.278408919650876,0.04521366,0.402
-1612.68536,45.9165800000001,0.419583452740873,0.03815086,0.322058823529412
-1704.23616,65.8640800000001,0.39503449393238,0.05677598,0.338352941176471
-1613.79756,44.9642699999999,0.441843558434141,0.03924026,0.369470588235294
-1723.81979,60.72289,0.356743896325391,0.05742928,0.377705882352941
-1624.70933,48.5890900000002,0.560425190287195,0.04387075,0.273058823529412
-1616.74193,44.9049600000001,0.490462575091227,0.04039648,0.325941176470588
-1542.86805,28.1624099999999,0.614998461564205,0.02709048,0.210235294117647
-1580.44219,47.2463,0.550458886306471,0.03458387,0.363882352941176
-1606.04395,36.6933200000001,0.59325269690351,0.03813096,0.413647058823529
-1586.80376,36.0084999999999,0.426272491928306,0.03426002,0.266882352941176
-1646.31167,60.64591,0.872022513509323,0.04639845,0.484235294117647
-1712.20719,68.8023699999999,0.805449040315829,0.06052568,0.492823529411765
-1579.48425,30.0018700000001,0.911512329750284,0.03412948,0.366176470588235
-1531.66573,27.4162100000001,0.587038212514276,0.02731303,0.269294117647059
-1635.15002,47.6898899999999,0.417612811179052,0.04358334,0.259941176470588
-1526.20639,24.63752,0.350486061888817,0.02305361,0.222529411764706
-1584.34984,45.0189899999998,0.500171648560644,0.03446202,0.401529411764706
-1599.89633,45.5449799999999,1.155105704171,0.03714217,0.329882352941176
-1580.23654,43.55719,0.296384815967578,0.03443161,0.323294117647059
-1634.4706,37.6251499999998,0.603761920123323,0.04231353,0.364529411764706
-1598.98467,33.58196,1.13936545369695,0.03617221,0.392882352941176
-1603.95263,48.9689499999999,0.895852024450482,0.03962623,0.279529411764706
-1590.97239,39.7771400000001,0.350275634963298,0.03510745,0.266411764705882
-1580.60572,48.57467,0.495916707703943,0.0341588,0.388764705882353
-1632.17265,40.31007,0.481058295152857,0.04126736,0.377882352941176
-1561.16315,34.7761399999999,0.451098257874018,0.02910899,0.273117647058824
-1654.11664,77.8122499999999,0.726254399386072,0.05146403,0.464823529411765
-1605.48958,43.6115500000001,0.482740349306986,0.03721938,0.317823529411765
-1560.01487,61.2299600000001,0.936697391886236,0.03626328,0.409529411764706
-1574.38215,60.5569800000001,0.3866191109424,0.03338121,0.439529411764706
-1549.67224,37.0489599999999,0.182310040459939,0.02923737,0.312294117647059
-1640.51007,57.8674899999999,0.577235807463331,0.04540955,0.431764705882353
-1657.21218,41.27412,0.264877965443812,0.04519197,0.266941176470588
